,Unnamed: 0,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout,Election
11976,7476,HANGU,NA-16,Syed Ibne Ali,PPPP,4700,64933,1657,65140,214703,30.81,2013
11977,7477,HANGU,NA-16,Umar Fayaz,IND,382,64933,1657,65140,214703,30.81,2013
11978,7478,ABBOTTABAD-I,NA-17,Ayaz Khan Jadoon,IND,8349,187753,3932,191061,338273,56.48,2013
11979,7479,ABBOTTABAD-I,NA-17,Dr Muhammad Azhar Khan Jadoon,PTI,96549,187753,3932,191061,338273,56.48,2013
11980,7480,ABBOTTABAD-I,NA-17,Fida Hussain,TEHREEK-E-SUBA HAZARA,2076,187753,3932,191061,338273,56.48,2013
11981,7481,ABBOTTABAD-I,NA-17,Habib ur Rehman Abbasi,JAMAAT-E-ISLAMI PAKISTAN,4408,187753,3932,191061,338273,56.48,2013
11982,7482,ABBOTTABAD-I,NA-17,Safdar Zaman,PAKISTAN MUSLIM LEAGUE (SAFDAR),890,187753,3932,191061,338273,56.48,2013
11983,7483,ABBOTTABAD-I,NA-17,Sardar Mehtab Ahmed Khan,PAKISTAN MUSLIM LEAGUE (N),69721,187753,3932,191061,338273,56.48,2013
11984,7484,ABBOTTABAD-I,NA-17,Sardar Muhammad Gulzar Abbasi,PPPP,1107,187753,3932,191061,338273,56.48,2013
11985,7485,ABBOTTABAD-I,NA-17,Sarfaraz Khan,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,526,187753,3932,191061,338273,56.48,2013
11986,7486,ABBOTTABAD-I,NA-17,Tariq Sultan,JAMIAT ULAMA-E-ISLAM (F),3504,187753,3932,191061,338273,56.48,2013
11987,7487,ABBOTTABAD-I,NA-17,Zahoor Ahmed Chaudry,IND,283,187753,3932,191061,338273,56.48,2013
11988,7488,ABBOTTABAD-II,NA-18,Asad Javed Khan,HAZARA AWAMI ITTEHAD PAKISTAN,214,181627,6784,187224,336924,55.57,2013
11989,7489,ABBOTTABAD-II,NA-18,Muhammad Rashid,AWAMI MUSLIM LEAGUE PAKISTAN,1036,181627,6784,187224,336924,55.57,2013
11990,7490,ABBOTTABAD-II,NA-18,Murtaza Javed Abbasi,PAKISTAN MUSLIM LEAGUE (N),69839,181627,6784,187224,336924,55.57,2013
11991,7491,ABBOTTABAD-II,NA-18,Rabia Gul,IND,2954,181627,6784,187224,336924,55.57,2013
11992,7492,ABBOTTABAD-II,NA-18,Sardar Haider Zaman,TEHREEK-E-SUBA HAZARA,36571,181627,6784,187224,336924,55.57,2013
11993,7493,ABBOTTABAD-II,NA-18,Sardar Ibrar  Khan,JAMIAT ULAMA-E-ISLAM (F),1390,181627,6784,187224,336924,55.57,2013
11994,7494,ABBOTTABAD-II,NA-18,Sardar Muhammad Yaqoob,PTI,41391,181627,6784,187224,336924,55.57,2013
11995,7495,ABBOTTABAD-II,NA-18,Shahid Akram,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,253,181627,6784,187224,336924,55.57,2013
11996,7496,ABBOTTABAD-II,NA-18,Sikandar Azam,IND,11865,181627,6784,187224,336924,55.57,2013
11997,7497,ABBOTTABAD-II,NA-18,Syed Faisal Hussain Shah Gillani,MUTAHIDA DEENI MAHAZ,9309,181627,6784,187224,336924,55.57,2013
11998,7498,ABBOTTABAD-II,NA-18,Waheed Akhtar,JAMAAT-E-ISLAMI PAKISTAN,6805,181627,6784,187224,336924,55.57,2013
11999,7499,HARIPUR,NA-19,Faiza Bibi Rasheed,IND,2464,288057,8467,295471,531865,55.55,2013
12000,7500,HARIPUR,NA-19,Farooq Shah,IND,3096,288057,8467,295471,531865,55.55,2013
12001,7501,HARIPUR,NA-19,Ghulam Nabi,JAMAAT-E-ISLAMI PAKISTAN,5117,288057,8467,295471,531865,55.55,2013
12002,7502,HARIPUR,NA-19,Habibullah Khan,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,699,288057,8467,295471,531865,55.55,2013
12003,7503,HARIPUR,NA-19,Irum Fatima,IND,3590,288057,8467,295471,531865,55.55,2013
12004,7504,HARIPUR,NA-19,Major Rtd Jameel Ehsan Kiyani,TEHREEK-E-SUBA HAZARA,3625,288057,8467,295471,531865,55.55,2013
12005,7505,HARIPUR,NA-19,Muhammad Riaz Baig,IND,1346,288057,8467,295471,531865,55.55,2013
12006,7506,HARIPUR,NA-19,Omar Ayub Khan,PAKISTAN MUSLIM LEAGUE (N),114807,288057,8467,295471,531865,55.55,2013
12007,7507,HARIPUR,NA-19,Pir Syed Alamzeb Shah,JAMIAT ULAMA-E-ISLAM (F),19860,288057,8467,295471,531865,55.55,2013
12008,7508,HARIPUR,NA-19,Raja Aamer Zaman,PTI,116979,288057,8467,295471,531865,55.55,2013
12009,7509,HARIPUR,NA-19,Sardar Muhammad Mushtaq Khan,PPPP,16474,288057,8467,295471,531865,55.55,2013
12010,7510,MANSEHRA-I,NA-20,Fakhar E Alam urf hazrat,TEHREEK-E-SUBA HAZARA,630,221152,8452,226592,415191,54.6,2013
12011,7511,MANSEHRA-I,NA-20,Ghulam Nabi,MOHAJIR QAUMI MOVEMENT PAKISTAN,274,221152,8452,226592,415191,54.6,2013
12012,7512,MANSEHRA-I,NA-20,Ijaz Hussain Shazal,IND,415,221152,8452,226592,415191,54.6,2013
12013,7513,MANSEHRA-I,NA-20,Muhammad Azam Khan Swati,PTI,75197,221152,8452,226592,415191,54.6,2013
12014,7514,MANSEHRA-I,NA-20,Muhammad Fayaz,IND,1971,221152,8452,226592,415191,54.6,2013
12015,7515,MANSEHRA-I,NA-20,Muhammad Irfan,IND,643,221152,8452,226592,415191,54.6,2013
12016,7516,MANSEHRA-I,NA-20,Muhammad Younis Khattak,JAMAAT-E-ISLAMI PAKISTAN,3321,221152,8452,226592,415191,54.6,2013
12017,7517,MANSEHRA-I,NA-20,Naveed Akhtar Khan,PAKISTAN MUSLIM LEAGUE HAQIQI,472,221152,8452,226592,415191,54.6,2013
12018,7518,MANSEHRA-I,NA-20,Samar Ul Islam,IND,1862,221152,8452,226592,415191,54.6,2013
12019,7519,MANSEHRA-I,NA-20,Sardar Muhammad Yousaf,PAKISTAN MUSLIM LEAGUE (N),106467,221152,8452,226592,415191,54.6,2013
12020,7520,MANSEHRA-I,NA-20,Sheikh Kamran Iqbal,PAKISTAN PEOPLES PARTY (SHAHEED BHUTTO),286,221152,8452,226592,415191,54.6,2013
12021,7521,MANSEHRA-I,NA-20,Syed Qasim Shah,JAMIAT ULAMA-E-ISLAM (F),29001,221152,8452,226592,415191,54.6,2013
12022,7522,MANSEHRA-I,NA-20,Wali Ur Rehman Chichi,IND,613,221152,8452,226592,415191,54.6,2013
12023,7523,Tor-Ghar-cum-Mansehra-II,NA-21,Capt R Muhammad Safdar,PAKISTAN MUSLIM LEAGUE (N),91013,172537,5660,177071,392364,45.13,2013
12024,7524,Tor-Ghar-cum-Mansehra-II,NA-21,Dr Muhammad Azam,IND,1040,172537,5660,177071,392364,45.13,2013
12025,7525,Tor-Ghar-cum-Mansehra-II,NA-21,Lady Doctor Shaheen Zameer,IND,814,172537,5660,177071,392364,45.13,2013
12026,7526,Tor-Ghar-cum-Mansehra-II,NA-21,Liaq Muhammad Khan,JAMIAT ULAMA-E-ISLAM (F),43342,172537,5660,177071,392364,45.13,2013
12027,7527,Tor-Ghar-cum-Mansehra-II,NA-21,Maulana Abdul Malik,JAMAAT-E-ISLAMI PAKISTAN,3219,172537,5660,177071,392364,45.13,2013
12028,7528,Tor-Ghar-cum-Mansehra-II,NA-21,Maulana Rab Nawaz tahir,IND,4832,172537,5660,177071,392364,45.13,2013
12029,7529,Tor-Ghar-cum-Mansehra-II,NA-21,Muhammad Yaqoob,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,510,172537,5660,177071,392364,45.13,2013
12030,7530,Tor-Ghar-cum-Mansehra-II,NA-21,Nawabzada Salahuddin Saeed,PTI,25615,172537,5660,177071,392364,45.13,2013
12031,7531,Tor-Ghar-cum-Mansehra-II,NA-21,Shoukat Ali Khan,IND,2152,172537,5660,177071,392364,45.13,2013
12032,7532,BATTAGRAM,NA-22,Akhtar Javid Khan,PPPP,105,71236,3400,73339,204979,35.78,2013
12033,7533,BATTAGRAM,NA-22,Alamzeb Khan,PAKISTAN MUSLIM LEAGUE (N),12214,71236,3400,73339,204979,35.78,2013
12034,7534,BATTAGRAM,NA-22,Attaullah Khan Trand,IND,10698,71236,3400,73339,204979,35.78,2013
12035,7535,BATTAGRAM,NA-22,Baber Khan,IND,1012,71236,3400,73339,204979,35.78,2013
12036,7536,BATTAGRAM,NA-22,Fida Mohammad,QAUMI WATAN PARTY (SHERPAO),168,71236,3400,73339,204979,35.78,2013
12037,7537,BATTAGRAM,NA-22,Mohammad Nawaz Khan,IND,13092,71236,3400,73339,204979,35.78,2013
12038,7538,BATTAGRAM,NA-22,Mohammad Saleem Malik,IND,421,71236,3400,73339,204979,35.78,2013
12039,7539,BATTAGRAM,NA-22,Mulana Abdul Baqi Torkhel,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,27,71236,3400,73339,204979,35.78,2013
12040,7540,BATTAGRAM,NA-22,Musbah Allah Baber,IND,252,71236,3400,73339,204979,35.78,2013
12041,7541,BATTAGRAM,NA-22,Naeemullah Khan Trand,IND,53,71236,3400,73339,204979,35.78,2013
12042,7542,BATTAGRAM,NA-22,Niaz Mohammad Khan,PTI,2370,71236,3400,73339,204979,35.78,2013
12043,7543,BATTAGRAM,NA-22,Nisar Ahmad,JAMAAT-E-ISLAMI PAKISTAN,679,71236,3400,73339,204979,35.78,2013
12044,7544,BATTAGRAM,NA-22,Nosherwan Khan,IND,185,71236,3400,73339,204979,35.78,2013
12045,7545,BATTAGRAM,NA-22,Qari Faqir Mohammad Hazarvi,MUTAHIDA DEENI MAHAZ,344,71236,3400,73339,204979,35.78,2013
12046,7546,BATTAGRAM,NA-22,Qari Mohammad Yousif,JAMIAT ULAMA-E-ISLAM (F),18572,71236,3400,73339,204979,35.78,2013
12047,7547,BATTAGRAM,NA-22,Sabir Hussain Shah,IND,1924,71236,3400,73339,204979,35.78,2013
12048,7548,BATTAGRAM,NA-22,Sardar Malik Jan,IND,9120,71236,3400,73339,204979,35.78,2013
12049,7549,KOHISTAN,NA-23,Abdul Ghafoor,MUTAHIDA DEENI MAHAZ,530,51565,1022,51121,127028,40.24,2013
12050,7550,KOHISTAN,NA-23,Alhaaj Malak Aurangzeb Khan,PAKISTAN MUSLIM LEAGUE,4997,51565,1022,51121,127028,40.24,2013
12051,7551,KOHISTAN,NA-23,Ameez Khan,IND,202,51565,1022,51121,127028,40.24,2013
12052,7552,KOHISTAN,NA-23,Dilawar Khan,IND,254,51565,1022,51121,127028,40.24,2013
12053,7553,KOHISTAN,NA-23,Malak Abad Shah,IND,3882,51565,1022,51121,127028,40.24,2013
12054,7554,KOHISTAN,NA-23,Malak Syed Ahmad,PAKISTAN MUSLIM LEAGUE (N),11865,51565,1022,51121,127028,40.24,2013
12055,7555,KOHISTAN,NA-23,Mehboobullah Jan Baqi,JAMIAT ULAMA-E-ISLAM (F),12337,51565,1022,51121,127028,40.24,2013
12056,7556,KOHISTAN,NA-23,Sarzameen,IND,17498,51565,1022,51121,127028,40.24,2013
12057,7557,DERA-ISMAIL-KHAN,NA-24,Abdul Aziz,IND,904,220433,10510,219518,390996,56.14,2013
12058,7558,DERA-ISMAIL-KHAN,NA-24,Ahmad Karim Kundi,IND,91,220433,10510,219518,390996,56.14,2013
12059,7559,DERA-ISMAIL-KHAN,NA-24,Akram Rasti Gandapur,IND,163,220433,10510,219518,390996,56.14,2013
12060,7560,DERA-ISMAIL-KHAN,NA-24,Alhaj Khizer Hayat Diyal,IND,5215,220433,10510,219518,390996,56.14,2013
12061,7561,DERA-ISMAIL-KHAN,NA-24,Alhaj Malik Ghulam Ali Esar,IND,1052,220433,10510,219518,390996,56.14,2013
12062,7562,DERA-ISMAIL-KHAN,NA-24,Alhaj Sardar Umar Farooq Khan,IND,1293,220433,10510,219518,390996,56.14,2013
12063,7563,DERA-ISMAIL-KHAN,NA-24,Engineer Dawar Khan Kundi,IND,80,220433,10510,219518,390996,56.14,2013
12064,7564,DERA-ISMAIL-KHAN,NA-24,Engineer Sher Zaman,IND,67,220433,10510,219518,390996,56.14,2013
12065,7565,DERA-ISMAIL-KHAN,NA-24,Faisal Karim Kundi,IND,230,220433,10510,219518,390996,56.14,2013
12066,7566,DERA-ISMAIL-KHAN,NA-24,Faqir Jamshid Ahmad,PAKISTAN SARIAKI PARTY,868,220433,10510,219518,390996,56.14,2013
12067,7567,DERA-ISMAIL-KHAN,NA-24,Javed Hussan Laghari,IND,116,220433,10510,219518,390996,56.14,2013
12068,7568,DERA-ISMAIL-KHAN,NA-24,Junaid Tariq Qureshi Advocate,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,697,220433,10510,219518,390996,56.14,2013
12069,7569,DERA-ISMAIL-KHAN,NA-24,Khalifa Abdul Qayyum,MUTAHIDA DEENI MAHAZ,749,220433,10510,219518,390996,56.14,2013
12070,7570,DERA-ISMAIL-KHAN,NA-24,Maddo Jan,IND,666,220433,10510,219518,390996,56.14,2013
12071,7571,DERA-ISMAIL-KHAN,NA-24,Malik Arshad Diyal,IND,478,220433,10510,219518,390996,56.14,2013
12072,7572,DERA-ISMAIL-KHAN,NA-24,Malik Nisar Ahmad Thind,ALL PAKISTAN MUSLIM LEAGUE,558,220433,10510,219518,390996,56.14,2013
12073,7573,DERA-ISMAIL-KHAN,NA-24,Mohammad Haroon Awan Advocate,IND,126,220433,10510,219518,390996,56.14,2013
12074,7574,DERA-ISMAIL-KHAN,NA-24,Mohammad Jibran Shah,IND,270,220433,10510,219518,390996,56.14,2013
12075,7575,DERA-ISMAIL-KHAN,NA-24,Molana Fazal Ur Rehman,JAMIAT ULAMA-E-ISLAM (F),92395,220433,10510,219518,390996,56.14,2013
12076,7576,DERA-ISMAIL-KHAN,NA-24,Muhammad Akmal,IND,93,220433,10510,219518,390996,56.14,2013
12077,7577,DERA-ISMAIL-KHAN,NA-24,Muhammad Fiaz Qadri,PAKISTAN MUSLIM LEAGUE (J),94,220433,10510,219518,390996,56.14,2013
12078,7578,DERA-ISMAIL-KHAN,NA-24,Mussarat Shaheen,IND,99,220433,10510,219518,390996,56.14,2013
12079,7579,DERA-ISMAIL-KHAN,NA-24,Mustafa Kundi,PTI,21394,220433,10510,219518,390996,56.14,2013
12080,7580,DERA-ISMAIL-KHAN,NA-24,Pir Tufail Ahmad Jan Zakori,IND,91,220433,10510,219518,390996,56.14,2013
12081,7581,DERA-ISMAIL-KHAN,NA-24,Rehan Malik Advocate,PAKISTAN MUSLIM LEAGUE (N),8501,220433,10510,219518,390996,56.14,2013
12082,7582,DERA-ISMAIL-KHAN,NA-24,Saif Ur Rehman,IND,145,220433,10510,219518,390996,56.14,2013
12083,7583,DERA-ISMAIL-KHAN,NA-24,Shahid Atta Khiyra,IND,144,220433,10510,219518,390996,56.14,2013
12084,7584,DERA-ISMAIL-KHAN,NA-24,Syed Zameer Ul Hasnain Shah,IND,697,220433,10510,219518,390996,56.14,2013
12085,7585,DERA-ISMAIL-KHAN,NA-24,Ubaid Ur Rehman,IND,1379,220433,10510,219518,390996,56.14,2013
12086,7586,DERA-ISMAIL-KHAN,NA-24,Waqar Ahmad Khan,PPPP,67769,220433,10510,219518,390996,56.14,2013
12087,7587,DERA-ISMAIL-KHAN,NA-24,Waseem Rehan Advocate,IND,2132,220433,10510,219518,390996,56.14,2013
12088,7588,DERA-ISMAIL-KHAN,NA-24,Zahid Mohibullah Khan Advocate,JAMAAT-E-ISLAMI PAKISTAN,392,220433,10510,219518,390996,56.14,2013
12089,7589,D.I.KHAN-CUM-TANK,NA-25,Ahmed Abdullah Zafar,IND,119,187513,9165,195360,366793,53.26,2013
12090,7590,D.I.KHAN-CUM-TANK,NA-25,Ahmed Karim Kundi,IND,154,187513,9165,195360,366793,53.26,2013
12091,7591,D.I.KHAN-CUM-TANK,NA-25,Alhaj Sardar Umar Farooq Khan,IND,2002,187513,9165,195360,366793,53.26,2013
12092,7592,D.I.KHAN-CUM-TANK,NA-25,Engineer Dawar Khan Kundi,PTI,47543,187513,9165,195360,366793,53.26,2013
12093,7593,D.I.KHAN-CUM-TANK,NA-25,Faisal Karim Kundi,PPPP,46262,187513,9165,195360,366793,53.26,2013
12094,7594,D.I.KHAN-CUM-TANK,NA-25,Faqir Jamshed Ahmed,PAKISTAN SARIAKI PARTY,2956,187513,9165,195360,366793,53.26,2013
12095,7595,D.I.KHAN-CUM-TANK,NA-25,Ghulam Habib,IND,582,187513,9165,195360,366793,53.26,2013
12096,7596,D.I.KHAN-CUM-TANK,NA-25,Khan Gul,IND,116,187513,9165,195360,366793,53.26,2013
12097,7597,D.I.KHAN-CUM-TANK,NA-25,Mohammad Younas Khan Gandapur,IND,141,187513,9165,195360,366793,53.26,2013
12098,7598,D.I.KHAN-CUM-TANK,NA-25,Mohammad Yousaf Shah,PAKISTAN MUSLIM LEAGUE (N),2871,187513,9165,195360,366793,53.26,2013
12099,7599,D.I.KHAN-CUM-TANK,NA-25,Molana Fazal Rehman,JAMIAT ULAMA-E-ISLAM (F),77595,187513,9165,195360,366793,53.26,2013
12100,7600,D.I.KHAN-CUM-TANK,NA-25,Molana Muhammad Zubair Rohani Bazi,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),1044,187513,9165,195360,366793,53.26,2013
12101,7601,D.I.KHAN-CUM-TANK,NA-25,Muhammad Ajmal,IND,325,187513,9165,195360,366793,53.26,2013
12102,7602,D.I.KHAN-CUM-TANK,NA-25,Muhammad Aslam Khan,PAKISTAN PEOPLES PARTY (SHAHEED BHUTTO),71,187513,9165,195360,366793,53.26,2013
12103,7603,D.I.KHAN-CUM-TANK,NA-25,Muhammad Ghalib Kamal Advocate,IND,128,187513,9165,195360,366793,53.26,2013
12104,7604,D.I.KHAN-CUM-TANK,NA-25,Muhammad Naseer Khan,IND,915,187513,9165,195360,366793,53.26,2013
12105,7605,D.I.KHAN-CUM-TANK,NA-25,Mustafa Kundi,IND,2105,187513,9165,195360,366793,53.26,2013
12106,7606,D.I.KHAN-CUM-TANK,NA-25,Pir Muhammad Farooq,IND,301,187513,9165,195360,366793,53.26,2013
12107,7607,D.I.KHAN-CUM-TANK,NA-25,Zafar Baig Bitani,IND,2283,187513,9165,195360,366793,53.26,2013
12108,7608,BANNU,NA-26,Abdul Samad Khan,IND,432,175007,5300,177252,444059,39,2013
12109,7609,BANNU,NA-26,Akram Khan Durrani,JAMIAT ULAMA-E-ISLAM (F),78294,175007,5300,177252,444059,39,2013
12110,7610,BANNU,NA-26,Alamgir Khan,IND,4594,175007,5300,177252,444059,39,2013
12111,7611,BANNU,NA-26,Anwar Saifullah Khan,PPPP,2320,175007,5300,177252,444059,39,2013
12112,7612,BANNU,NA-26,Doctor Raham Baz Khan,IND,806,175007,5300,177252,444059,39,2013
12113,7613,BANNU,NA-26,Faridullah,MUTAHIDA DEENI MAHAZ,112,175007,5300,177252,444059,39,2013
12114,7614,BANNU,NA-26,Hizbullah,ALL PAKISTAN MUSLIM LEAGUE,52,175007,5300,177252,444059,39,2013
12115,7615,BANNU,NA-26,Imran Khan,MOHAJIR QAUMI MOVEMENT PAKISTAN,260,175007,5300,177252,444059,39,2013
12116,7616,BANNU,NA-26,Main Asmatullah Shah,PASHTOONKHWA MILLI AWAMI PARTY,348,175007,5300,177252,444059,39,2013
12117,7617,BANNU,NA-26,Malik Akhtar Ali Khan,IND,3260,175007,5300,177252,444059,39,2013
12118,7618,BANNU,NA-26,Matiullah Khan,PTI,25392,175007,5300,177252,444059,39,2013
12119,7619,BANNU,NA-26,Maulana Nasim Ali Shah,IND,45270,175007,5300,177252,444059,39,2013
12120,7620,BANNU,NA-26,Muhammad Hayat Khan,IND,251,175007,5300,177252,444059,39,2013
12121,7621,BANNU,NA-26,Muqarab Khan Wazir,IND,58,175007,5300,177252,444059,39,2013
12122,7622,BANNU,NA-26,Professor Muhammad Ibrahim Khan,JAMAAT-E-ISLAMI PAKISTAN,12831,175007,5300,177252,444059,39,2013
12123,7623,BANNU,NA-26,Zafar Jehangir Khan,IND,323,175007,5300,177252,444059,39,2013
12124,7624,LAKKI-MARWAT,NA-27,ABDULLAH KHAN,PASHTOONKHWA MILLI AWAMI PARTY,121,169216,5277,174492,330921,53,2013
12125,7625,LAKKI-MARWAT,NA-27,ABDUR RAHIM,IND,37,169216,5277,174492,330921,53,2013
12126,7626,LAKKI-MARWAT,NA-27,ALI SARWAR,AWAMI NATIONAL PARTY,2909,169216,5277,174492,330921,53,2013
12127,7627,LAKKI-MARWAT,NA-27,AMIR NAWAZ KHAN,IND,118,169216,5277,174492,330921,53,2013
12128,7628,LAKKI-MARWAT,NA-27,AMIRULLAH,PTI,18405,169216,5277,174492,330921,53,2013
12129,7629,LAKKI-MARWAT,NA-27,ASGHAR ALI,IND,219,169216,5277,174492,330921,53,2013
12130,7630,LAKKI-MARWAT,NA-27,FARIDULLAH KHAN,IND,675,169216,5277,174492,330921,53,2013
12131,7631,LAKKI-MARWAT,NA-27,HAJI MUHAMMAD AKRAM KHAN,IND,264,169216,5277,174492,330921,53,2013
12132,7632,LAKKI-MARWAT,NA-27,ISHFAQ AHMAD KHAN,IND,39,169216,5277,174492,330921,53,2013
12133,7633,LAKKI-MARWAT,NA-27,KHAN BAHADER MARWAT,IND,54,169216,5277,174492,330921,53,2013
12134,7634,LAKKI-MARWAT,NA-27,MOLANA FAZAL REHMAN,JAMIAT ULAMA-E-ISLAM (F),85051,169216,5277,174492,330921,53,2013
12135,7635,LAKKI-MARWAT,NA-27,MUHAMMAD HALIM,IND,4046,169216,5277,174492,330921,53,2013
12136,7636,LAKKI-MARWAT,NA-27,MUHAMMAD JAVED ANWAR KHAN,PAKISTAN MUSLIM LEAGUE,114,169216,5277,174492,330921,53,2013
12137,7637,LAKKI-MARWAT,NA-27,NISAR AHMAD,IND,75,169216,5277,174492,330921,53,2013
12138,7638,LAKKI-MARWAT,NA-27,QABOOL BIBI,IND,120,169216,5277,174492,330921,53,2013
12139,7639,LAKKI-MARWAT,NA-27,QUDRATULLAH KHAN,IND,448,169216,5277,174492,330921,53,2013
12140,7640,LAKKI-MARWAT,NA-27,SAKHI MAR JAN,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),45,169216,5277,174492,330921,53,2013
12141,7641,LAKKI-MARWAT,NA-27,SALIM SAIFULLAH KHAN,PAKISTAN MUSLIM LEAGUE (N),56824,169216,5277,174492,330921,53,2013
12142,7642,LAKKI-MARWAT,NA-27,ZAHID UR REHMAN,IND,75,169216,5277,174492,330921,53,2013
12143,7643,BUNER,NA-28,Abdul Rauf,AWAMI NATIONAL PARTY,21151,123029,5188,126255,360019,35.07,2013
12144,7644,BUNER,NA-28,Bakht Zar,JAMIAT ULAMA-E-ISLAM PAKISTAN (S),258,123029,5188,126255,360019,35.07,2013
12145,7645,BUNER,NA-28,Bakhtiar Ali,QAUMI WATAN PARTY (SHERPAO),1927,123029,5188,126255,360019,35.07,2013
12146,7646,BUNER,NA-28,Dawa Khan,PAKISTAN MUSLIM LEAGUE,1344,123029,5188,126255,360019,35.07,2013
12147,7647,BUNER,NA-28,Doctor Sultan Zeb Khan,PPPP,530,123029,5188,126255,360019,35.07,2013
12148,7648,BUNER,NA-28,Fanoos Gujar,AWAMI WORKERS PARTY,10039,123029,5188,126255,360019,35.07,2013
12149,7649,BUNER,NA-28,Maulana Haleem ur Rahman,JAMIAT ULAMA-E-ISLAM (F),21290,123029,5188,126255,360019,35.07,2013
12150,7650,BUNER,NA-28,Mian Moin Uddin,PTI,23336,123029,5188,126255,360019,35.07,2013
12151,7651,BUNER,NA-28,Rashid Imran Khan,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),306,123029,5188,126255,360019,35.07,2013
12152,7652,BUNER,NA-28,Sarmir Khan,ALL PAKISTAN MUSLIM LEAGUE,610,123029,5188,126255,360019,35.07,2013
12153,7653,BUNER,NA-28,Sarzamin Khan,PAKISTAN MUSLIM LEAGUE (N),11917,123029,5188,126255,360019,35.07,2013
12154,7654,BUNER,NA-28,Sher Akbar Khan,JAMAAT-E-ISLAMI PAKISTAN,29170,123029,5188,126255,360019,35.07,2013
12155,7655,SWAT-I,NA-29,AKHTAR ALI KHAN,JAMAAT-E-ISLAMI PAKISTAN,11240,178857,6237,184299,521072,35.37,2013
12156,7656,SWAT-I,NA-29,ALI KHAN,IND,415,178857,6237,184299,521072,35.37,2013
12157,7657,SWAT-I,NA-29,DOST MUHAMMAD KHAN,PPPP,7919,178857,6237,184299,521072,35.37,2013
12158,7658,SWAT-I,NA-29,DR SIRAJ UD DIN,TEHREEK-E-PASMANADA AWAM PAKISTAN,2798,178857,6237,184299,521072,35.37,2013
12159,7659,SWAT-I,NA-29,KHURSHID ALI,PASHTOONKHWA MILLI AWAMI PARTY,1743,178857,6237,184299,521072,35.37,2013
12160,7660,SWAT-I,NA-29,MAULANA NIZAM UD DIN,JAMIAT ULAMA-E-ISLAM (F),21026,178857,6237,184299,521072,35.37,2013
12161,7661,SWAT-I,NA-29,MOHSIN BADSHAH ADVOCATE,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,742,178857,6237,184299,521072,35.37,2013
12162,7662,SWAT-I,NA-29,MURAD SAEED,PTI,88513,178857,6237,184299,521072,35.37,2013
12163,7663,SWAT-I,NA-29,MUZAFFAR-UL-MULK,AWAMI NATIONAL PARTY,14690,178857,6237,184299,521072,35.37,2013
12164,7664,SWAT-I,NA-29,PIR SYED,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),1068,178857,6237,184299,521072,35.37,2013
12165,7665,SWAT-I,NA-29,SADDIQ ALI KHAN,IND,2152,178857,6237,184299,521072,35.37,2013
12166,7666,SWAT-I,NA-29,SAJAD HUSSAIN,PAKISTAN MUSLIM LEAGUE,834,178857,6237,184299,521072,35.37,2013
12167,7667,SWAT-I,NA-29,SYED MUHAMMAD ALI SHAH BACHA LALA,PAKISTAN MUSLIM LEAGUE (N),24212,178857,6237,184299,521072,35.37,2013
12168,7668,SWAT-I,NA-29,UBAID UR REHMAN,JUMIAT ULMA-E-ISLAM(NAZRYATI),1505,178857,6237,184299,521072,35.37,2013
12169,7669,SWAT-II,NA-30,Altafullah,IND,53,158098,7228,165325,460748,35.88,2013
12170,7670,SWAT-II,NA-30,Amir Muqam,PAKISTAN MUSLIM LEAGUE (N),33027,158098,7228,165325,460748,35.88,2013
12171,7671,SWAT-II,NA-30,Amjad Ali Khan,TEHREEK-E-PASMANADA AWAM PAKISTAN,1592,158098,7228,165325,460748,35.88,2013
12172,7672,SWAT-II,NA-30,Azam khan,IND,172,158098,7228,165325,460748,35.88,2013
12173,7673,SWAT-II,NA-30,Badshah Muain,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),189,158098,7228,165325,460748,35.88,2013
12174,7674,SWAT-II,NA-30,Fazale Subhan,JAMAAT-E-ISLAMI PAKISTAN,11367,158098,7228,165325,460748,35.88,2013
12175,7675,SWAT-II,NA-30,Inzar Gul,PAKISTAN MUSLIM LEAGUE COUNCIL,172,158098,7228,165325,460748,35.88,2013
12176,7676,SWAT-II,NA-30,Kamal Shah,AWAMI WORKERS PARTY,1162,158098,7228,165325,460748,35.88,2013
12177,7677,SWAT-II,NA-30,Khurshid,AWAMI NATIONAL PARTY,15595,158098,7228,165325,460748,35.88,2013
12178,7678,SWAT-II,NA-30,Maulana Rasheed Ahmad,MUTAHIDA DEENI MAHAZ,618,158098,7228,165325,460748,35.88,2013
12179,7679,SWAT-II,NA-30,Mehmood,IND,304,158098,7228,165325,460748,35.88,2013
