,Unnamed: 0,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout,Election
11766,7266,PESHAWAR-I,NA-1,Muhammad Zulfiqar Afghani,PPPP,7121,145924,2103,146044,320578,46.18,2013
11767,7267,PESHAWAR-I,NA-1,Pir Abdur Rehman,IND,265,145924,2103,146044,320578,46.18,2013
11768,7268,PESHAWAR-I,NA-1,Shabir Ahmad Khan,JAMAAT-E-ISLAMI PAKISTAN,7051,145924,2103,146044,320578,46.18,2013
11769,7269,PESHAWAR-I,NA-1,Syed Muhammad Sibtain Taj Agha,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),100,145924,2103,146044,320578,46.18,2013
11770,7270,PESHAWAR-I,NA-1,Tariq Saeed,PAKISTAN INSANI HAQOOK PARTY (PAKISTAN HUMAN RIGHTS PARTY),45,145924,2103,146044,320578,46.18,2013
11771,7271,PESHAWAR-II,NA-2,Aasir Sheraz,IND,61,141790,2408,142031,336122,43.45,2013
11772,7272,PESHAWAR-II,NA-2,Abdul Bari,PAKISTAN MUSLIM LEAGUE (N),5159,141790,2408,142031,336122,43.45,2013
11773,7273,PESHAWAR-II,NA-2,Arbab Alamgir Khan,PPPP,10666,141790,2408,142031,336122,43.45,2013
11774,7274,PESHAWAR-II,NA-2,Arbab Najeeb Ullah Khan,AWAMI NATIONAL PARTY,12137,141790,2408,142031,336122,43.45,2013
11775,7275,PESHAWAR-II,NA-2,Hamid Ul Haq,PTI,79125,141790,2408,142031,336122,43.45,2013
11776,7276,PESHAWAR-II,NA-2,Intizar Ali Khan Khalil,IND,577,141790,2408,142031,336122,43.45,2013
11777,7277,PESHAWAR-II,NA-2,Iqtidar Ahmad Afridi,IND,263,141790,2408,142031,336122,43.45,2013
11778,7278,PESHAWAR-II,NA-2,Ishaq Hussain,IND,448,141790,2408,142031,336122,43.45,2013
11779,7279,PESHAWAR-II,NA-2,Khadim Hussain,IND,162,141790,2408,142031,336122,43.45,2013
11780,7280,PESHAWAR-II,NA-2,Malik Haider Khan,QAUMI WATAN PARTY (SHERPAO),2242,141790,2408,142031,336122,43.45,2013
11781,7281,PESHAWAR-II,NA-2,Muhammad Atiq ur Rehman,IND,419,141790,2408,142031,336122,43.45,2013
11782,7282,PESHAWAR-II,NA-2,Muhammad Ibrahim Khalil,IND,156,141790,2408,142031,336122,43.45,2013
11783,7283,PESHAWAR-II,NA-2,Muhammad Iqbal Khalil,JAMAAT-E-ISLAMI PAKISTAN,8020,141790,2408,142031,336122,43.45,2013
11784,7284,PESHAWAR-II,NA-2,Muhammad Saeed Jan,JAMIAT ULAMA-E-ISLAM (F),18787,141790,2408,142031,336122,43.45,2013
11785,7285,PESHAWAR-II,NA-2,Qazi Saif Ullah Khan,MUTAHIDA DEENI MAHAZ,3477,141790,2408,142031,336122,43.45,2013
11786,7286,PESHAWAR-II,NA-2,Safeer Ullah,IND,57,141790,2408,142031,336122,43.45,2013
11787,7287,PESHAWAR-II,NA-2,Saleem Khan,IND,275,141790,2408,142031,336122,43.45,2013
11788,7288,PESHAWAR-III,NA-3,Arbab Inam Ullah Khan,AWAMI NATIONAL PARTY,5902,173647,5276,177823,384086,46.3,2013
11789,7289,PESHAWAR-III,NA-3,Fiza Tariq,IND,679,173647,5276,177823,384086,46.3,2013
11790,7290,PESHAWAR-III,NA-3,Haji Ghulam Ali,JAMIAT ULAMA-E-ISLAM (F),27987,173647,5276,177823,384086,46.3,2013
11791,7291,PESHAWAR-III,NA-3,Iqbal Zaffar Jhagra,PAKISTAN MUSLIM LEAGUE (N),22370,173647,5276,177823,384086,46.3,2013
11792,7292,PESHAWAR-III,NA-3,Israr Ullah,JAMAAT-E-ISLAMI PAKISTAN,11954,173647,5276,177823,384086,46.3,2013
11793,7293,PESHAWAR-III,NA-3,Malik Firdos Khan,IND,1228,173647,5276,177823,384086,46.3,2013
11794,7294,PESHAWAR-III,NA-3,Malik Javed Khan,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,475,173647,5276,177823,384086,46.3,2013
11795,7295,PESHAWAR-III,NA-3,Mst. Tabana,IND,535,173647,5276,177823,384086,46.3,2013
11796,7296,PESHAWAR-III,NA-3,Muhammad Fayyaz Khan,IND,585,173647,5276,177823,384086,46.3,2013
11797,7297,PESHAWAR-III,NA-3,Muhammad Hasham Babar,IND,6449,173647,5276,177823,384086,46.3,2013
11798,7298,PESHAWAR-III,NA-3,Muhammad Zaman,QAUMI WATAN PARTY (SHERPAO),2157,173647,5276,177823,384086,46.3,2013
11799,7299,PESHAWAR-III,NA-3,Noor Alam Khan,PPPP,22045,173647,5276,177823,384086,46.3,2013
11800,7300,PESHAWAR-III,NA-3,Sajid Nawaz,PTI,66528,173647,5276,177823,384086,46.3,2013
11801,7301,PESHAWAR-III,NA-3,Sardar Ali,IND,743,173647,5276,177823,384086,46.3,2013
11802,7302,PESHAWAR-III,NA-3,Shoukat Ali Khan,PAKISTAN MUSLIM LEAGUE,1337,173647,5276,177823,384086,46.3,2013
11803,7303,PESHAWAR-III,NA-3,Umer Said Khan,IND,471,173647,5276,177823,384086,46.3,2013
11804,7304,PESHAWAR-IV,NA-4,ANEELA SHAHEEN,IND,1852,138555,3707,142160,352416,40.34,2013
11805,7305,PESHAWAR-IV,NA-4,ARBAB KAMAL AHMAD,JAMIAT ULAMA-E-ISLAM (F),12519,138555,3707,142160,352416,40.34,2013
11806,7306,PESHAWAR-IV,NA-4,ARBAB MOHAMMAD AYUB JAN,AWAMI NATIONAL PARTY,15795,138555,3707,142160,352416,40.34,2013
11807,7307,PESHAWAR-IV,NA-4,FAIZ MUHAMMAD,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,261,138555,3707,142160,352416,40.34,2013
11808,7308,PESHAWAR-IV,NA-4,GUL WAZIR SHAHEEN,MUTAHIDA DEENI MAHAZ,1519,138555,3707,142160,352416,40.34,2013
11809,7309,PESHAWAR-IV,NA-4,GULZAR KHAN,PTI,55134,138555,3707,142160,352416,40.34,2013
11810,7310,PESHAWAR-IV,NA-4,MIAN ABDUL LATIF,QAUMI WATAN PARTY (SHERPAO),759,138555,3707,142160,352416,40.34,2013
11811,7311,PESHAWAR-IV,NA-4,MISBAH UD DIN,PPPP,12031,138555,3707,142160,352416,40.34,2013
11812,7312,PESHAWAR-IV,NA-4,MOLANA MIRAJ UD DIN SIRKANI,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),1166,138555,3707,142160,352416,40.34,2013
11813,7313,PESHAWAR-IV,NA-4,NASIR KHAN MOSAZAI,PAKISTAN MUSLIM LEAGUE (N),20412,138555,3707,142160,352416,40.34,2013
11814,7314,PESHAWAR-IV,NA-4,SABIR HUSSAIN AWAN,JAMAAT-E-ISLAMI PAKISTAN,16493,138555,3707,142160,352416,40.34,2013
11815,7315,PESHAWAR-IV,NA-4,SHAUKAT KHAN MOMAND,IND,222,138555,3707,142160,352416,40.34,2013
11816,7316,PESHAWAR-IV,NA-4,SYED HIZAR AMIN SHAH,IND,392,138555,3707,142160,352416,40.34,2013
11817,7317,NOWSHERA-I,NA-5,Amjid Hussain,IND,930,156152,4521,159999,320675,49.89,2013
11818,7318,NOWSHERA-I,NA-5,Asif Luqman Qazi,JAMAAT-E-ISLAMI PAKISTAN,19869,156152,4521,159999,320675,49.89,2013
11819,7319,NOWSHERA-I,NA-5,Aziz ud Din,IND,1005,156152,4521,159999,320675,49.89,2013
11820,7320,NOWSHERA-I,NA-5,Eng Muhammad Tariq Khattak,PPPP,10171,156152,4521,159999,320675,49.89,2013
11821,7321,NOWSHERA-I,NA-5,Iran Bacha,PAKISTAN PATRIOTIC MOVEMENT,494,156152,4521,159999,320675,49.89,2013
11822,7322,NOWSHERA-I,NA-5,Mufti Muhammad Sajjad,JAMIAT ULAMA-E-ISLAM (F),14131,156152,4521,159999,320675,49.89,2013
11823,7323,NOWSHERA-I,NA-5,Muhammad Daud Khattak,AWAMI NATIONAL PARTY,21435,156152,4521,159999,320675,49.89,2013
11824,7324,NOWSHERA-I,NA-5,Pervez Khattak,PTI,70053,156152,4521,159999,320675,49.89,2013
11825,7325,NOWSHERA-I,NA-5,Pir Zada Nabi Amin,PAKISTAN MUSLIM LEAGUE (N),11648,156152,4521,159999,320675,49.89,2013
11826,7326,NOWSHERA-I,NA-5,Shahzad Ali Khan,IND,5541,156152,4521,159999,320675,49.89,2013
11827,7327,NOWSHERA-II,NA-6,Amin Akber,IND,3983,136313,5025,140891,299273,47.08,2013
11828,7328,NOWSHERA-II,NA-6,Iqbal Hussain,IND,203,136313,5025,140891,299273,47.08,2013
11829,7329,NOWSHERA-II,NA-6,Irshad Ali,IND,408,136313,5025,140891,299273,47.08,2013
11830,7330,NOWSHERA-II,NA-6,Kamal Shah,PAKISTAN PEOPLES PARTY (SHAHEED BHUTTO),263,136313,5025,140891,299273,47.08,2013
11831,7331,NOWSHERA-II,NA-6,Khan Adil Ghaffar Khan Khattak,IND,921,136313,5025,140891,299273,47.08,2013
11832,7332,NOWSHERA-II,NA-6,Maj Retd Liaqat Ali Shah Gailani,PPPP,5121,136313,5025,140891,299273,47.08,2013
11833,7333,NOWSHERA-II,NA-6,Masood Abbas,AWAMI NATIONAL PARTY,20316,136313,5025,140891,299273,47.08,2013
11834,7334,NOWSHERA-II,NA-6,Mian Shahenshah,IND,3207,136313,5025,140891,299273,47.08,2013
11835,7335,NOWSHERA-II,NA-6,Molana Hamid ul Haq Haqqani,MUTAHIDA DEENI MAHAZ,11110,136313,5025,140891,299273,47.08,2013
11836,7336,NOWSHERA-II,NA-6,Saeed Ullah,IND,1453,136313,5025,140891,299273,47.08,2013
11837,7337,NOWSHERA-II,NA-6,Siraj Muhammad Khan,PTI,54266,136313,5025,140891,299273,47.08,2013
11838,7338,NOWSHERA-II,NA-6,Syed Zulfiqar Ali Shah,PAKISTAN MUSLIM LEAGUE (N),34537,136313,5025,140891,299273,47.08,2013
11839,7339,CHARSADDA-I,NA-7,Asfandyar Wali Khan,AWAMI NATIONAL PARTY,38264,169170,5113,173869,376144,46.22,2013
11840,7340,CHARSADDA-I,NA-7,Fazal Muhammad Khan,PTI,40254,169170,5113,173869,376144,46.22,2013
11841,7341,CHARSADDA-I,NA-7,Ishtiaq Ahmad,MUTAHIDA DEENI MAHAZ,1032,169170,5113,173869,376144,46.22,2013
11842,7342,CHARSADDA-I,NA-7,Kaleem Akbar Durrani,PAKISTAN MUSLIM LEAGUE (N),3527,169170,5113,173869,376144,46.22,2013
11843,7343,CHARSADDA-I,NA-7,Khanim Ullah,PPPP,6856,169170,5113,173869,376144,46.22,2013
11844,7344,CHARSADDA-I,NA-7,Maulana Muhammad Gohar Shah,JAMIAT ULAMA-E-ISLAM (F),53610,169170,5113,173869,376144,46.22,2013
11845,7345,CHARSADDA-I,NA-7,Muhammad Arshad Khan,JAMAAT-E-ISLAMI PAKISTAN,22664,169170,5113,173869,376144,46.22,2013
11846,7346,CHARSADDA-I,NA-7,Nadir Khan,ALL PAKISTAN MUSLIM LEAGUE,503,169170,5113,173869,376144,46.22,2013
11847,7347,CHARSADDA-I,NA-7,Noor Zeb,IND,1884,169170,5113,173869,376144,46.22,2013
11848,7348,CHARSADDA-I,NA-7,Omar Shahzad,IND,574,169170,5113,173869,376144,46.22,2013
11849,7349,CHARSADDA-I,NA-7,Sikandar Hayat Khan,QAUMI WATAN PARTY (SHERPAO),2,169170,5113,173869,376144,46.22,2013
11850,7350,CHARSADDA-II,NA-8,Abdul Mustaan,JAMAAT-E-ISLAMI PAKISTAN,11034,139141,4625,143540,327423,43.63,2013
11851,7351,CHARSADDA-II,NA-8,Aftab Ahmad Khan Sherpao,QAUMI WATAN PARTY (SHERPAO),37044,139141,4625,143540,327423,43.63,2013
11852,7352,CHARSADDA-II,NA-8,Arbab Hussain,IND,895,139141,4625,143540,327423,43.63,2013
11853,7353,CHARSADDA-II,NA-8,Gul Yousaf,IND,1011,139141,4625,143540,327423,43.63,2013
11854,7354,CHARSADDA-II,NA-8,Jehangir Khan,PASHTOONKHWA MILLI AWAMI PARTY,929,139141,4625,143540,327423,43.63,2013
11855,7355,CHARSADDA-II,NA-8,Jehanzeb Khan Dhakki,PTI,30089,139141,4625,143540,327423,43.63,2013
11856,7356,CHARSADDA-II,NA-8,Khurshid Ali Khan,PAKISTAN MUSLIM LEAGUE,361,139141,4625,143540,327423,43.63,2013
11857,7357,CHARSADDA-II,NA-8,Liaqat Ali,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,387,139141,4625,143540,327423,43.63,2013
11858,7358,CHARSADDA-II,NA-8,Muhammad Taimoor Khan,AWAMI NATIONAL PARTY,15953,139141,4625,143540,327423,43.63,2013
11859,7359,CHARSADDA-II,NA-8,Musammir Shah,JAMIAT ULAMA-E-ISLAM (F),33836,139141,4625,143540,327423,43.63,2013
11860,7360,CHARSADDA-II,NA-8,Sajjad Anwar Khan,PAKISTAN MUSLIM LEAGUE (N),2678,139141,4625,143540,327423,43.63,2013
11861,7361,CHARSADDA-II,NA-8,Syed Zakir Shah,ALL PAKISTAN MUSLIM LEAGUE,183,139141,4625,143540,327423,43.63,2013
11862,7362,CHARSADDA-II,NA-8,Umara Khan,IND,299,139141,4625,143540,327423,43.63,2013
11863,7363,CHARSADDA-II,NA-8,Waseef Ullah Khan,PPPP,3848,139141,4625,143540,327423,43.63,2013
11864,7364,MARDAN-I,NA-9,Amir Haider Khan,AWAMI NATIONAL PARTY,44769,148390,3558,151637,336177,45.12,2013
11865,7365,MARDAN-I,NA-9,Atta ur Rahman,JAMAAT-E-ISLAMI PAKISTAN,4578,148390,3558,151637,336177,45.12,2013
11866,7366,MARDAN-I,NA-9,Didar Shah,IND,1211,148390,3558,151637,336177,45.12,2013
11867,7367,MARDAN-I,NA-9,Inam Khan,PAKISTAN MUSLIM LEAGUE,290,148390,3558,151637,336177,45.12,2013
11868,7368,MARDAN-I,NA-9,Ma us Sama Aryani,IND,82,148390,3558,151637,336177,45.12,2013
11869,7369,MARDAN-I,NA-9,Nasir Khan,PTI,42068,148390,3558,151637,336177,45.12,2013
11870,7370,MARDAN-I,NA-9,Nawabzada Khawaja Muhammad Khan Hoti,PAKISTAN MUSLIM LEAGUE (N),32090,148390,3558,151637,336177,45.12,2013
11871,7371,MARDAN-I,NA-9,Qayum Khan,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,293,148390,3558,151637,336177,45.12,2013
11872,7372,MARDAN-I,NA-9,Shazia Aurangzeb Khan,PPPP,7002,148390,3558,151637,336177,45.12,2013
11873,7373,MARDAN-I,NA-9,Shuja ul Mulk,JAMIAT ULAMA-E-ISLAM (F),14427,148390,3558,151637,336177,45.12,2013
11874,7374,MARDAN-I,NA-9,Yousaf Shah,IND,87,148390,3558,151637,336177,45.12,2013
11875,7375,MARDAN-II,NA-10,Abdul Ghaffar Khan Mohmand,TEHREEK-E-PASMANADA AWAM PAKISTAN,1638,157463,4834,161347,321660,51,2013
11876,7376,MARDAN-II,NA-10,Ali Muhammad Khan,PTI,46531,157463,4834,161347,321660,51,2013
11877,7377,MARDAN-II,NA-10,Maulana Noor ul Haq,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,170,157463,4834,161347,321660,51,2013
11878,7378,MARDAN-II,NA-10,Mualana Muhammad Qasim,JAMIAT ULAMA-E-ISLAM (F),39269,157463,4834,161347,321660,51,2013
11879,7379,MARDAN-II,NA-10,Muhammad Farooq Khan,AWAMI NATIONAL PARTY,19436,157463,4834,161347,321660,51,2013
11880,7380,MARDAN-II,NA-10,Muhammad Fayaz,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),3426,157463,4834,161347,321660,51,2013
11881,7381,MARDAN-II,NA-10,Naseem Muhammad Khan,PAKISTAN MUSLIM LEAGUE (N),11491,157463,4834,161347,321660,51,2013
11882,7382,MARDAN-II,NA-10,Nawabzada Abdul Qadir Khan,PPPP,15345,157463,4834,161347,321660,51,2013
11883,7383,MARDAN-II,NA-10,Sultan Muhammad,JAMAAT-E-ISLAMI PAKISTAN,19107,157463,4834,161347,321660,51,2013
11884,7384,MARDAN-II,NA-10,Yar Badshah,ALL PAKISTAN MUSLIM LEAGUE,160,157463,4834,161347,321660,51,2013
11885,7385,MARDAN-II,NA-10,Zardali Khan,PAKISTAN MUSLIM LEAGUE,166,157463,4834,161347,321660,51,2013
11886,7386,MARDAN-III,NA-11,Abdul Nazeer,JANNAT PAKISTAN PARTY,352,132539,3970,136212,329285,42,2013
11887,7387,MARDAN-III,NA-11,Bakhtiar Ali,IND,267,132539,3970,136212,329285,42,2013
11888,7388,MARDAN-III,NA-11,Gul Nawaz Khan,JAMAAT-E-ISLAMI PAKISTAN,15536,132539,3970,136212,329285,42,2013
11889,7389,MARDAN-III,NA-11,Himmat Ali,TEHREEK-E-ITTEHAD UMMAT PAKISTAN,327,132539,3970,136212,329285,42,2013
11890,7390,MARDAN-III,NA-11,Ikram Ul Haq Khan,PASHTOONKHWA MILLI AWAMI PARTY,652,132539,3970,136212,329285,42,2013
11891,7391,MARDAN-III,NA-11,Imdad Ullah Yousafzai,JAMIAT ULAMA-E-ISLAM (F),26623,132539,3970,136212,329285,42,2013
11892,7392,MARDAN-III,NA-11,Inayat Khan,AWAMI NATIONAL PARTY,11506,132539,3970,136212,329285,42,2013
11893,7393,MARDAN-III,NA-11,Khanzada Khan,PPPP,26928,132539,3970,136212,329285,42,2013
11894,7394,MARDAN-III,NA-11,Mujahid Ali,PTI,38233,132539,3970,136212,329285,42,2013
11895,7395,MARDAN-III,NA-11,Nawab Ali,IND,176,132539,3970,136212,329285,42,2013
11896,7396,MARDAN-III,NA-11,Sher Afghan Khan,PAKISTAN MUSLIM LEAGUE (N),12659,132539,3970,136212,329285,42,2013
11897,7397,MARDAN-III,NA-11,Syed Amin Shah Bacha,IND,707,132539,3970,136212,329285,42,2013
11898,7398,MARDAN-III,NA-11,Syed Naveed Ali Shah,ALL PAKISTAN MUSLIM LEAGUE,187,132539,3970,136212,329285,42,2013
11899,7399,MARDAN-III,NA-11,Wahid Ali Naqshband,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),220,132539,3970,136212,329285,42,2013
11900,7400,SWABI-I,NA-12,Abdul Hakam,MUTAHIDA DEENI MAHAZ,329,152455,4094,155163,351675,44.12,2013
11901,7401,SWABI-I,NA-12,Ahmad Mustafa,PPPP,4949,152455,4094,155163,351675,44.12,2013
11902,7402,SWABI-I,NA-12,Amanullah,IND,360,152455,4094,155163,351675,44.12,2013
11903,7403,SWABI-I,NA-12,Anwar Haqdad,PTI,19661,152455,4094,155163,351675,44.12,2013
11904,7404,SWABI-I,NA-12,Engineer Usman Khan Tarrakai,AWAMI JAMHURI ITTEHAD PAKISTAN,56680,152455,4094,155163,351675,44.12,2013
11905,7405,SWABI-I,NA-12,Haji Rehmanullah,AWAMI NATIONAL PARTY,37437,152455,4094,155163,351675,44.12,2013
11906,7406,SWABI-I,NA-12,Ishfaq ullah Khan,JAMIAT ULAMA-E-ISLAM (F),21651,152455,4094,155163,351675,44.12,2013
11907,7407,SWABI-I,NA-12,Khalid Ibrar,ALL PAKISTAN MUSLIM LEAGUE,394,152455,4094,155163,351675,44.12,2013
11908,7408,SWABI-I,NA-12,Khan Zada,AWAMI WORKERS PARTY,152,152455,4094,155163,351675,44.12,2013
11909,7409,SWABI-I,NA-12,Mian Saleem Akbar,JAMAAT-E-ISLAMI PAKISTAN,2166,152455,4094,155163,351675,44.12,2013
11910,7410,SWABI-I,NA-12,Muhammad Israr,PAKISTAN MUSLIM LEAGUE (N),7227,152455,4094,155163,351675,44.12,2013
11911,7411,SWABI-I,NA-12,Murad Ali,PASHTOONKHWA MILLI AWAMI PARTY,242,152455,4094,155163,351675,44.12,2013
11912,7412,SWABI-I,NA-12,Said Mukhtiar Bacha,IND,152,152455,4094,155163,351675,44.12,2013
11913,7413,SWABI-I,NA-12,Shah Faisal Khan,IND,852,152455,4094,155163,351675,44.12,2013
11914,7414,SWABI-I,NA-12,Shahid Ahmad,PAK JUSTIC PARTY (HAQIQI),203,152455,4094,155163,351675,44.12,2013
11915,7415,SWABI-II,NA-13,Abdul Rasheed Yousafzai,PAKISTAN PATRIOTIC MOVEMENT,454,155745,4191,159276,362779,43.9,2013
11916,7416,SWABI-II,NA-13,Amir Nawaz Khan,JAMAAT-E-ISLAMI PAKISTAN,4886,155745,4191,159276,362779,43.9,2013
11917,7417,SWABI-II,NA-13,Asad Qaisar,PTI,48576,155745,4191,159276,362779,43.9,2013
11918,7418,SWABI-II,NA-13,Attaul Haq,JAMIAT ULAMA-E-ISLAM (F),28672,155745,4191,159276,362779,43.9,2013
11919,7419,SWABI-II,NA-13,Iftikhar Ahmed Khan,PAKISTAN MUSLIM LEAGUE (N),21416,155745,4191,159276,362779,43.9,2013
11920,7420,SWABI-II,NA-13,Inamullah,JANNAT PAKISTAN PARTY,380,155745,4191,159276,362779,43.9,2013
11921,7421,SWABI-II,NA-13,Muhammad Jamil,MUTAHIDA DEENI MAHAZ,252,155745,4191,159276,362779,43.9,2013
11922,7422,SWABI-II,NA-13,Muhammad Kaleem,IND,585,155745,4191,159276,362779,43.9,2013
11923,7423,SWABI-II,NA-13,Muhammad Naeem,PPPP,6824,155745,4191,159276,362779,43.9,2013
11924,7424,SWABI-II,NA-13,Muhammad Sarwar Khan,AWAMI NATIONAL PARTY,14201,155745,4191,159276,362779,43.9,2013
11925,7425,SWABI-II,NA-13,Muhammad Usman Khan,PASHTOONKHWA MILLI AWAMI PARTY,398,155745,4191,159276,362779,43.9,2013
11926,7426,SWABI-II,NA-13,Mulana Khalil Ahmed,JUMIAT ULMA-E-ISLAM(NAZRYATI),7765,155745,4191,159276,362779,43.9,2013
11927,7427,SWABI-II,NA-13,Said Anwar Shah,IND,198,155745,4191,159276,362779,43.9,2013
11928,7428,SWABI-II,NA-13,Shahid Khan,IND,1165,155745,4191,159276,362779,43.9,2013
11929,7429,SWABI-II,NA-13,Shahram Khan,AWAMI JAMHURI ITTEHAD PAKISTAN,14495,155745,4191,159276,362779,43.9,2013
11930,7430,SWABI-II,NA-13,Shamsul Qamar,IND,1075,155745,4191,159276,362779,43.9,2013
11931,7431,KOHAT,NA-14,Abdul Qadeer Khan,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,130,170165,5600,174912,409775,42.68,2013
11932,7432,KOHAT,NA-14,Badshah Gul,IND,4814,170165,5600,174912,409775,42.68,2013
11933,7433,KOHAT,NA-14,Gohar Mohammad Khan Bangesh,JAMIAT ULAMA-E-ISLAM (F),32041,170165,5600,174912,409775,42.68,2013
11934,7434,KOHAT,NA-14,Khursheed Begum Saeed,AWAMI NATIONAL PARTY,7211,170165,5600,174912,409775,42.68,2013
11935,7435,KOHAT,NA-14,Malik Muhammad Asad Khan,PAKISTAN MUSLIM LEAGUE (N),13789,170165,5600,174912,409775,42.68,2013
11936,7436,KOHAT,NA-14,Mohammad Ihsanullah,IND,471,170165,5600,174912,409775,42.68,2013
11937,7437,KOHAT,NA-14,Mohammad Nawaz Khan,PASHTOONKHWA MILLI AWAMI PARTY,312,170165,5600,174912,409775,42.68,2013
11938,7438,KOHAT,NA-14,Najeebullah Durrani,QAUMI WATAN PARTY (SHERPAO),414,170165,5600,174912,409775,42.68,2013
11939,7439,KOHAT,NA-14,Nazia Zulfiqar,IND,254,170165,5600,174912,409775,42.68,2013
11940,7440,KOHAT,NA-14,Pir Dilawar Shah,PPPP,10041,170165,5600,174912,409775,42.68,2013
11941,7441,KOHAT,NA-14,Shamim Afridi,IND,19135,170165,5600,174912,409775,42.68,2013
11942,7442,KOHAT,NA-14,Shehryar Afridi,PTI,68129,170165,5600,174912,409775,42.68,2013
11943,7443,KOHAT,NA-14,Sher Rehman,IND,159,170165,5600,174912,409775,42.68,2013
11944,7444,KOHAT,NA-14,Syed Mohammad Faheem,JAMAAT-E-ISLAMI PAKISTAN,3558,170165,5600,174912,409775,42.68,2013
11945,7445,KOHAT,NA-14,Ubaid Ullah,MUTAHIDA DEENI MAHAZ,9209,170165,5600,174912,409775,42.68,2013
11946,7446,KARAK,NA-15,Altaf Ahmad,IND,83,159615,4284,162657,314969,51.64,2013
11947,7447,KARAK,NA-15,Altaf Qadir,IND,1123,159615,4284,162657,314969,51.64,2013
11948,7448,KARAK,NA-15,Asad Ullah Shah,MUTTAHIDA QAUMI MOVEMENT PAKISTAN,327,159615,4284,162657,314969,51.64,2013
11949,7449,KARAK,NA-15,Asif Noor,IND,453,159615,4284,162657,314969,51.64,2013
11950,7450,KARAK,NA-15,Jamal Khan,TEHRIK-E-MASAWAAT,99,159615,4284,162657,314969,51.64,2013
11951,7451,KARAK,NA-15,Masood Sharif Khan Khattak,IND,15678,159615,4284,162657,314969,51.64,2013
11952,7452,KARAK,NA-15,Mohammad Shah Jehan,MILLAT PARTY,0,159615,4284,162657,314969,51.64,2013
11953,7453,KARAK,NA-15,Muhammad Sardar,JAMIAT ULAMA-E-ISLAM (F),13226,159615,4284,162657,314969,51.64,2013
11954,7454,KARAK,NA-15,Muhammad shah jehan,PPPP,2263,159615,4284,162657,314969,51.64,2013
11955,7455,KARAK,NA-15,Muhammad Sharif Khattak,AWAMI NATIONAL PARTY,7559,159615,4284,162657,314969,51.64,2013
11956,7456,KARAK,NA-15,Muhammad Tasleem Iqbal,JAMAAT-E-ISLAMI PAKISTAN,5105,159615,4284,162657,314969,51.64,2013
11957,7457,KARAK,NA-15,Muhammad Umer,IND,1097,159615,4284,162657,314969,51.64,2013
11958,7458,KARAK,NA-15,Munir Khan,IND,572,159615,4284,162657,314969,51.64,2013
11959,7459,KARAK,NA-15,Nasir Khan Khattak,PTI,51481,159615,4284,162657,314969,51.64,2013
11960,7460,KARAK,NA-15,Rafi Ullah,PASHTOONKHWA MILLI AWAMI PARTY,387,159615,4284,162657,314969,51.64,2013
11961,7461,KARAK,NA-15,Rehmat Salam Khattak,PAKISTAN MUSLIM LEAGUE (N),29815,159615,4284,162657,314969,51.64,2013
11962,7462,KARAK,NA-15,Sakhi Marjan,IND,409,159615,4284,162657,314969,51.64,2013
11963,7463,KARAK,NA-15,Shad Mohammad Khan,JAMIAT ULAMA-E-PAKISTAN  (NOORANI),93,159615,4284,162657,314969,51.64,2013
11964,7464,KARAK,NA-15,Shah Abdul Aziz,MUTAHIDA DEENI MAHAZ,29224,159615,4284,162657,314969,51.64,2013
11965,7465,KARAK,NA-15,Shahenshah,IND,211,159615,4284,162657,314969,51.64,2013
11966,7466,KARAK,NA-15,Shams ur Rehman Khattak,IND,67,159615,4284,162657,314969,51.64,2013
11967,7467,HANGU,NA-16,Arif Hussain,IND,1327,64933,1657,65140,214703,30.81,2013
11968,7468,HANGU,NA-16,Azeem Ullah,IND,813,64933,1657,65140,214703,30.81,2013
11969,7469,HANGU,NA-16,Hassan Ahmed Khan,IND,479,64933,1657,65140,214703,30.81,2013
11970,7470,HANGU,NA-16,Khan Ameer,IND,361,64933,1657,65140,214703,30.81,2013
11971,7471,HANGU,NA-16,Khial Zaman Aurak Zai,PTI,24067,64933,1657,65140,214703,30.81,2013
11972,7472,HANGU,NA-16,Malik Khalid Naeem,PAKISTAN MUSLIM LEAGUE (N),5411,64933,1657,65140,214703,30.81,2013
11973,7473,HANGU,NA-16,Maulana Mian Hussain Jalali,JAMIAT ULAMA-E-ISLAM (F),21137,64933,1657,65140,214703,30.81,2013
11974,7474,HANGU,NA-16,Muhammad Aslam,JAMAAT-E-ISLAMI PAKISTAN,1777,64933,1657,65140,214703,30.81,2013
11975,7475,HANGU,NA-16,Syed Haider Ali Shah,AWAMI NATIONAL PARTY,4479,64933,1657,65140,214703,30.81,2013
